match_id,team,start_minute,end_minute,pass_count,score_context,phase_context,intensity_context,density,clustering_coefficient,avg_betweenness_centrality,avg_eigenvector_centrality,avg_path_length,centralization,normalized_path_length
3754058,Leicester City,0,10,23,tied,early,low,0.016156462585034014,0.0,0.0019094380796508457,0.101512337929439,48.17857142857143,0.001006575059101655,0.020756115641215715
3754058,AFC Bournemouth,0,10,106,tied,early,high,0.061224489795918366,0.04541596640585754,0.02686520156774916,0.13253718691190466,209.89915966386553,0.003195183215130023,0.004764192489390664
3754058,Leicester City,5,15,38,tied,early,low,0.023809523809523808,0.012418443603832855,0.005748112560054907,0.09613437942395005,89.45454545454545,0.0017453457446808508,0.011178861788617886
3754058,AFC Bournemouth,5,15,83,tied,early,high,0.055272108843537414,0.04478873115373825,0.043005688534278955,0.12303628751704557,232.1846153846154,0.0019669769503546097,0.004306917572223694
3754058,Leicester City,10,20,42,tied,early,low,0.026360544217687076,0.00971878195082571,0.03106866537717602,0.12952754318249673,144.36153846153846,0.0016899379432624112,0.006927052805456386
3754058,AFC Bournemouth,10,20,75,tied,early,medium,0.05272108843537415,0.053916163920058956,0.04623239578913337,0.12220273674306444,239.29217273954117,0.001569887706855792,0.0041789916843141175
3754058,Leicester City,15,25,65,tied,early,medium,0.04251700680272109,0.02988300168635371,0.0357565011820331,0.13005606577517279,182.00713012477718,0.0022440159574468083,0.005494290247389968
3754058,AFC Bournemouth,15,25,75,tied,early,medium,0.04591836734693878,0.025277883149809454,0.03765733818925308,0.11724923777519725,205.23249299719888,0.0017176418439716313,0.004872522793033794
3754058,Leicester City,20,30,81,tied,early,high,0.050170068027210885,0.03828859873720946,0.030700913679637086,0.12112055193060338,189.88571428571427,0.0029827866430260047,0.0052663256093891065
3754058,AFC Bournemouth,20,30,58,tied,early,medium,0.036564625850340135,0.007482993197278911,0.04039023509324927,0.11214061126318382,175.1408199643494,0.0014683067375886522,0.005709691208500417
3754058,Leicester City,25,35,72,tied,early,medium,0.036564625850340135,0.03681078646477152,0.026895246310139925,0.11505418701630772,160.57471264367817,0.0019208037825059103,0.006227630637079456
3754058,AFC Bournemouth,25,35,37,tied,early,low,0.02040816326530612,0.012221953684449683,0.011097977410034146,0.10890422111464682,84.20588235294117,0.002271719858156028,0.01187565490743975
3754058,Leicester City,30,40,49,tied,middle,low,0.026360544217687076,0.052489197978068024,0.041535329655897034,0.12948014064419594,163.5185185185185,0.002142434988179669,0.006115515288788223
3754058,AFC Bournemouth,30,40,39,tied,middle,low,0.02295918367346939,0.0,0.005919698009608784,0.08462428528099201,82.51515151515152,0.0013113179669030732,0.012118986412045538
3754058,Leicester City,35,45,48,tied,middle,low,0.03486394557823129,0.0,0.04712957638489553,0.12131218642448524,188.21848739495798,0.00195774231678487,0.00531297437271185
3754058,AFC Bournemouth,35,45,47,tied,middle,low,0.031462585034013606,0.0347924830793905,0.030558241994412205,0.11286340545923504,160.05555555555554,0.0015791223404255318,0.006247830614370011
3754058,Leicester City,40,50,69,tied,middle,medium,0.0467687074829932,0.04040783330607677,0.04654255319148935,0.11039150438989798,221.29374718848402,0.00396165780141844,0.0045188805047811096
3754058,AFC Bournemouth,40,50,76,tied,middle,medium,0.05357142857142857,0.03529853867079664,0.04127084110986686,0.1208998259967019,220.81721194879088,0.002456412529550827,0.00452863248826775
3754058,Leicester City,45,55,79,tied,middle,medium,0.04081632653061224,0.030706222690100288,0.04241985239001326,0.10731694616544495,228.5,0.0018284574468085107,0.00437636761487965
3754058,AFC Bournemouth,45,55,68,tied,middle,medium,0.047619047619047616,0.05674402016653954,0.027218103015975353,0.1302609250726987,188.4068100358423,0.0030381944444444445,0.0053076637718655765
3754058,Leicester City,50,60,63,tied,middle,medium,0.03231292517006803,0.010714285714285713,0.035066981875492516,0.10877762434938597,176.53103448275863,0.00201315011820331,0.005664726335117397
3754058,AFC Bournemouth,50,60,40,tied,middle,low,0.02976190476190476,0.07634368946846247,0.01965130023640662,0.12911541927262735,117.30830039525692,0.0020685579196217494,0.008524545975268707
3754058,Leicester City,55,65,36,tied,middle,low,0.026360544217687076,0.0,0.03637522163120567,0.13995344843233518,138.43386243386243,0.0012374408983451535,0.007223666106099985
3754058,AFC Bournemouth,55,65,36,tied,middle,low,0.026360544217687076,0.016284693842178635,0.02346335697399527,0.13991941333683702,115.82608695652173,0.0016899379432624112,0.008633633633633633
3754058,Leicester City,60,70,34,tied,late,low,0.023809523809523808,0.021427228739708728,0.009197695035460992,0.09952010320418964,111.02857142857142,0.0012928486997635933,0.009006690684508493
3754058,AFC Bournemouth,60,70,24,tied,late,low,0.01445578231292517,0.0,0.015584173198954835,0.1698704255710258,61.911764705882355,0.0019485076832151298,0.016152019002375298
3754058,Leicester City,65,75,58,tied,late,medium,0.03826530612244898,0.02790885379639849,0.03813360450563204,0.13507032641778852,188.7641129032258,0.0018838652482269503,0.005297617140354813
3754058,Leicester City,70,80,81,tied,late,high,0.047619047619047616,0.03105094053387738,0.02703478554542384,0.13598852763472502,184.3181818181818,0.0025856973995271866,0.005425400739827373
